STANDARD_VALUE,ALogP,ALogp2,AMR,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,nHBDon,nHBDon_Lipinski,MW,AMW
6700,-1.5313,2.34487969,45.1019,2,3,3,3,1,1,298.2045135,6.21259403
100,-1.8193,3.30985249,48.0135,2,3,3,3,1,1,312.2201635,6.121963991
270,-2.1073,4.44071329,50.9251,2,3,3,3,1,1,326.2358136,6.041403955
360,-2.3953,5.73746209,53.8367,2,3,3,3,1,1,340.2514636,5.969323924
1600,-2.6833,7.20009889,56.7483,2,3,3,3,1,1,354.2671137,5.904451895
1.00E+05,-3.8353,14.70952609,68.3947,2,3,3,3,1,1,410.329714,5.699023805
1000,-3.5473,12.58333729,65.4831,2,3,3,3,1,1,396.3140639,5.743682086
46000,-4.1233,17.00160289,71.3063,2,3,3,3,1,1,424.345364,5.657938187
22683,0.7668,0.58798224,15.2329,0,0,0,0,0,0,268.1252005,7.246627041
11471,-2.0746,4.30396516,30.7983,0,1,1,1,1,1,206.1670653,5.572082847
6504,0.2521,0.06355441,83.0036,1,1,1,1,1,1,288.2453156,5.438590861
2246,1.4371,2.06525641,75.5451,1,2,2,3,0,0,412.3215546,5.726688258
19410,0.4726,0.22335076,10.8166,2,1,1,2,0,0,344.1080262,8.193048243
2753,-5.413,29.300569,51.3733,0,0,0,1,0,0,304.3004252,5.071673754
15026,-0.3535,0.12496225,61.2853,3,4,3,4,1,1,333.1398646,7.242170969
18659,2.8091,7.89104281,39.8018,3,2,2,3,0,0,413.9860238,10.61502625
7479.9,0.2563,0.06568969,63.2063,3,3,3,3,0,0,469.2980795,6.341865939
1344,-0.356,0.126736,58.8531,5,4,3,5,1,1,403.2259772,6.834338596
21573,1.1689,1.36632721,78.6617,7,7,7,8,0,0,531.1803952,7.9280656
2951,3.7657,14.18049649,64.452,3,4,3,4,2,2,661.852179,15.04209498
1827,-2.7949,7.81146601,113.2062,9,10,8,10,1,1,586.2791349,7.238014012
4646.5,2.5405,6.45414025,42.8568,2,3,3,4,0,0,426.9812728,10.94823776
5847,0.6534,0.42693156,42.8742,3,3,3,3,0,0,372.243973,6.417999534
5614.6,1.1931,1.42348761,71.2943,4,6,6,7,1,1,331.1136669,7.883658736
439000,0.987,0.974169,56.726,3,4,3,4,0,0,286.1681279,6.655072743
1780,1.194,1.425636,17.9262,4,4,4,5,0,0,302.0029095,11.18529295
1780,0.3979,0.15832441,19.6264,4,5,5,6,0,0,298.0524466,9.61459505
1780,0.3979,0.15832441,19.6264,4,5,5,6,0,0,298.0524466,9.61459505
1780,0.9918,0.98366724,18.0485,4,5,5,5,0,0,300.0481101,10.00160367
1780,0.9918,0.98366724,18.0485,4,5,5,5,0,0,300.0481101,10.00160367
1780,0.9918,0.98366724,18.0485,4,5,5,5,0,0,300.0481101,10.00160367
1780,1.194,1.425636,17.9262,4,4,4,5,0,0,302.0029095,11.18529295
344,1.3385,1.79158225,20.9097,4,4,4,5,0,0,345.9523939,12.81305163
1780,1.3385,1.79158225,20.9097,4,4,4,5,0,0,345.9523939,12.81305163
1780,0.3979,0.15832441,19.6264,4,5,5,6,0,0,298.0524466,9.61459505
25500,1.1954,1.42898116,57.0469,3,4,3,4,1,1,306.1135055,7.652837638
489,0.1818,0.03305124,73.3798,3,3,2,3,2,3,242.1419132,6.726164255
15000,0.6136,0.37650496,78.1544,3,3,2,3,2,2,256.1575633,6.568142648
12100,0.4847,0.23493409,80.8527,3,3,2,3,1,1,270.1732133,6.432695555
20900,0.4854,0.23561316,83.4724,3,3,2,3,1,1,304.134241,7.241291452
221000,-0.6501,0.42263001,46.0509,7,7,6,7,1,1,383.1368874,7.819120151
5500,-2.0478,4.19348484,52.1092,0,4,4,5,0,0,356.1861833,6.849734294
6940,-0.6661,0.44368921,27.9099,2,5,5,5,1,1,325.1314081,7.561195537
10730,-0.7179,0.51538041,35.2257,2,6,6,6,1,1,355.1419728,7.556212187
24330,0.114,0.012996,34.0178,1,5,5,5,0,0,339.1470582,7.372762134
1800,0.2007,0.04028049,47.1375,3,4,3,4,1,1,258.1368278,6.976671022
20630,-3.9689,15.75216721,103.7517,9,9,6,9,2,2,717.3315049,7.395170153
23670,-3.4892,12.17451664,104.6242,9,10,7,9,2,2,685.306433,7.530839923
7920,-3.2246,10.39804516,109.3673,9,9,6,9,2,2,701.2768824,7.706339367
19590,-3.3269,11.06826361,109.2538,9,9,6,9,2,2,681.3315049,7.248207498
6960,-2.4803,6.15188809,114.9829,9,9,6,9,2,2,735.2379101,8.079537473
26600,-3.3088,10.94815744,107.6417,9,11,8,12,2,2,712.300933,7.659149817
24580,-3.4892,12.17451664,104.6242,9,10,7,9,2,2,685.306433,7.530839923
13640,-3.2246,10.39804516,109.3673,9,9,6,9,2,2,701.2768824,7.706339367
11410,-4.0207,16.16602849,111.0675,9,10,7,10,2,2,697.3264195,7.3402781
27450,-3.3269,11.06826361,109.2538,9,9,6,9,2,2,681.3315049,7.248207498
19650,-3.9689,15.75216721,103.7517,9,9,6,9,2,2,667.3158548,7.333141261
6760,-1.868,3.489424,78.7885,6,6,4,6,1,1,643.283492,7.480040605
19840,-0.9086,0.82555396,80.5335,6,8,6,6,1,1,579.2333483,7.82747768
3360,-0.3794,0.14394436,90.0197,6,6,4,6,1,1,611.1742472,8.259111449
20070,-0.584,0.341056,89.7927,6,6,4,6,1,1,571.283492,7.141043651
4110,1.1092,1.23032464,101.2509,6,6,4,6,1,1,679.0963025,9.176977061
5990,-0.5478,0.30008484,86.5685,6,10,8,12,1,1,633.2223483,8.118235235
34370,-0.9086,0.82555396,80.5335,6,8,6,6,1,1,579.2333483,7.82747768
11920,-0.3794,0.14394436,90.0197,6,6,4,6,1,1,611.1742472,8.259111449
15860,-1.9716,3.88720656,93.4201,6,8,6,8,1,1,603.2733213,7.356991723
12470,-0.584,0.341056,89.7927,6,6,4,6,1,1,571.283492,7.141043651
17490,-1.868,3.489424,78.7885,6,6,4,6,1,1,543.2521919,7.341245837
150000,-0.3199,0.10233601,113.1269,3,3,3,4,0,0,404.3164692,5.694598158
30000,-0.4106,0.16859236,112.1424,3,3,3,4,0,0,480.3477693,5.930219374
88000,-3.1252,9.76687504,247.5776,6,6,6,8,0,0,918.7424889,5.602088347
2200,-3.7012,13.69888144,253.4008,6,6,6,8,0,0,946.773789,5.569257582
5000,-4.1958,17.60473764,280.5536,8,8,8,10,0,0,1074.857519,5.627526275
80000,0.1695,0.02873025,148.0953,5,5,5,6,0,0,534.4158489,5.685274988
34000,0.6091,0.37100281,116.0576,2,2,2,3,0,0,424.2982323,5.893031004
9000,0.5184,0.26873856,115.0731,2,2,2,3,0,0,500.3295324,6.101579664
6220,-0.9429,0.88906041,42.7886,3,4,3,4,1,2,248.1524779,6.530328365
167000,-3.4536,11.92735296,31.9936,0,4,4,6,2,2,286.1429758,7.33699938
2010000,-3.1833,10.13339889,23.8915,0,4,4,6,2,2,258.1116757,7.82156593
711000,-3.9379,15.50705641,29.6063,2,4,3,6,2,3,286.1429758,7.33699938
566000,-3.1821,10.12576041,37.0133,2,4,3,6,2,3,298.1429758,7.453574395
112000,-3.3031,10.91046961,22.1648,0,2,2,4,1,1,319.1684623,7.092632495
105000,-3.557,12.652249,32.9352,1,3,3,5,1,1,285.1477268,7.128693171
291000,-4.24,17.9776,33.428,1,5,5,7,4,4,301.1538748,7.34521646
6300,-0.5168,0.26708224,67.6785,3,4,3,4,0,0,342.2307282,6.222376876
930,-1.1341,1.28618281,34.7661,4,4,4,4,1,1,360.2313969,6.549661762
47000,-0.9692,0.93934864,38.2334,4,4,4,4,1,1,372.2313969,6.64698923
24500,-0.2231,0.04977361,44.6516,3,4,3,4,1,1,248.1524779,6.530328365
19.7,-1.5954,2.54530116,68.3922,6,6,6,6,2,2,510.2994765,6.714466795
19000,-0.6549,0.42889401,39.877,3,4,3,4,1,2,234.1368278,6.689623652
3960,-2.498,6.240004,47.8424,3,4,3,4,1,2,288.183778,6.404083956
1.83,-2.1038,4.42597444,66.5728,5,5,5,5,2,2,506.3045618,6.661902129
6.65,-2.58,6.6564,70.6126,8,8,6,8,4,4,536.2899744,7.056447031
508,0.198,0.039204,46.5428,3,4,3,4,1,1,326.1994281,6.523988561
404,0.198,0.039204,46.5428,3,4,3,4,1,1,326.1994281,6.523988561
131,0.3003,0.09018009,52.2395,3,4,3,4,0,0,340.2150781,6.419152418
302,0.3003,0.09018009,52.2395,3,4,3,4,0,0,340.2150781,6.419152418
8600,-0.8676,0.75272976,18.1636,3,3,3,4,1,2,329.1528122,7.480745732
6300,0.5424,0.29419776,17.8315,2,4,4,6,0,0,409.1426415,8.182852829
8200,-0.2703,0.07306209,32.465,2,4,4,6,0,0,389.1739416,7.484114261
6700,0.5424,0.29419776,17.8315,2,4,4,6,0,0,459.1582915,8.199255206
91000,0.6198,0.38415204,63.1481,3,6,6,8,0,0,426.2267054,6.98732304
9700,-0.3221,0.10374841,39.7808,2,5,5,7,0,0,369.1688562,7.383377124
7300,0.5424,0.29419776,17.8315,2,4,4,6,0,0,359.1269914,8.161977077
4200,-1.083,1.172889,47.0985,2,4,4,6,0,0,319.1895917,6.64978316
2900,-0.1177,0.01385329,13.9415,2,2,2,3,0,0,314.1419132,7.479569362
7100,-1.4355,2.06066025,54.8239,2,2,2,3,0,0,326.2358136,6.041403955
565000,-1.2197,1.48766809,51.3756,2,4,4,4,0,0,443.2460439,6.71584915
155000,-2.0171,4.06869241,67.8209,2,7,7,7,0,0,519.2620879,6.923494505
68800,-1.8566,3.44696356,91.9534,6,6,6,6,1,1,391.2358732,6.413702839
17100,-1.8566,3.44696356,91.9534,6,6,6,6,1,1,391.2358732,6.413702839
71500,-0.9849,0.97002801,98.1296,6,6,6,6,0,0,407.2671733,6.170714747
9100,-1.8566,3.44696356,91.9534,6,6,6,6,1,1,391.2358732,6.413702839
15.9,-3.2794,10.75446436,115.9816,6,8,6,8,0,0,608.4301563,6.084301563
68.9,-2.8526,8.13732676,116.282,6,8,6,8,0,0,608.4301563,6.084301563
4.83,-2.207,4.870849,119.5572,6,8,6,8,0,0,732.4614564,6.425100495
25.7,-2.207,4.870849,119.5572,6,8,6,8,0,0,608.4301563,6.084301563
53.5,-1.5614,2.43796996,58.3703,4,5,4,5,0,0,444.2412929,6.834481429
7.7,-3.1228,9.75187984,116.7406,8,10,8,10,0,0,710.4043354,6.701927693
8550,-3.5062,12.29343844,119.1506,6,8,6,8,2,2,636.4614564,6.004353362
5470,-3.5062,12.29343844,119.1506,6,8,6,8,2,2,636.4614564,6.004353362
4160,-3.5062,12.29343844,119.1506,6,8,6,8,2,2,636.4614564,6.004353362
14,-3.1228,9.75187984,116.7406,8,10,8,10,0,0,786.4356356,6.779617548
72.4,-2.2107,4.88719449,111.3416,5,7,5,7,0,0,580.4352417,5.922808588
1.41,-2.8758,8.27022564,106.8576,6,8,6,8,0,0,656.4301563,6.311828426
52,-1.5506,2.40436036,83.0299,3,4,4,4,0,0,536.3402786,6.385003317
56,-0.0044,1.94E-05,84.8517,3,4,4,4,0,0,524.3402786,6.317352755
180,0.1683,0.02832489,56.826,2,4,4,4,0,0,427.2147438,7.00352039
5380,0.2201,0.04844401,49.5102,2,3,3,3,0,0,397.2041791,6.96849437
110,0.2201,0.04844401,49.5102,2,3,3,3,0,0,397.2041791,6.96849437
510,-0.249,0.062001,85.5451,3,4,4,4,0,0,538.3559287,6.259952659
380,0.039,0.001521,82.6335,3,4,4,4,0,0,524.3402786,6.317352755
200,-1.2192,1.48644864,77.9001,3,4,4,4,0,0,522.3246286,6.448452205
190,0.327,0.106929,79.7219,3,4,4,4,0,0,510.3246286,6.379057857
180,-0.9312,0.86713344,74.9885,3,4,4,4,0,0,508.3089785,6.516781776
890,-0.1981,0.03924361,77.2972,4,5,5,5,0,0,510.2882431,6.714318988
890,0.615,0.378225,76.8103,3,4,4,4,0,0,496.3089785,6.44557115
1320,0.903,0.815409,73.8987,3,4,4,4,0,0,482.2933285,6.517477412
1530,1.191,1.418481,70.9871,3,4,4,4,0,0,468.2776784,6.595460259
3950,0.615,0.378225,76.8103,3,4,4,4,0,0,496.3089785,6.44557115
1610,0.903,0.815409,73.8987,3,4,4,4,0,0,482.2933285,6.517477412
2900,1.191,1.418481,70.9871,3,4,4,4,0,0,468.2776784,6.595460259
11700,0.6033,0.36397089,37.0646,2,2,2,2,0,0,353.1779644,7.063559287
4930,0.8019,0.64304361,48.6742,2,3,3,3,0,0,397.2041791,6.96849437
630,0.5515,0.30415225,44.3804,2,3,3,3,0,0,383.188529,7.096083871
28700,0.5515,0.30415225,44.3804,2,3,3,3,0,0,383.188529,7.096083871
1140,0.4997,0.24970009,51.6962,2,4,4,4,0,0,413.1990937,7.124122306
5120,-1.8024,3.24864576,47.4212,4,6,5,6,2,2,516.2049074,7.704550856
9730,0.0985,0.00970225,43.325,4,4,4,5,1,1,357.1244046,7.936097879
130,-0.6346,0.40271716,41.0163,3,3,3,4,1,1,355.14514,7.556279575
1400,-0.3466,0.12013156,38.1047,3,3,3,4,1,1,341.1294899,7.752942953
3680,0.3106,0.09647236,53.2477,3,3,3,4,1,1,371.1764401,7.138008464
8750,0.9116,0.83101456,42.8381,3,3,3,4,1,1,343.14514,7.459676957
8020,0.4108,0.16875664,34.2505,3,3,3,4,1,1,315.1138399,7.877845997
12920,-0.0038,1.44E-05,43.2115,4,4,4,5,1,1,337.179027,7.024563062
390,-0.7369,0.54302161,40.9028,3,3,3,4,1,1,335.1997624,6.703995248
400,-0.4489,0.20151121,37.9912,3,3,3,4,1,1,321.1841124,6.833704518
50980,0.8093,0.65496649,42.7246,3,3,3,4,1,1,323.1997624,6.595913519
12340,0.3085,0.09517225,34.137,3,3,3,4,1,1,295.1684623,6.864382844
1030,-1.3789,1.90136521,35.4007,3,3,3,4,1,1,321.1841124,6.833704518
2130,-1.0909,1.19006281,32.4891,3,3,3,4,1,1,307.1684623,6.981101416
23420,-0.4337,0.18809569,47.6321,3,3,3,4,1,1,337.2154125,6.484911779
10680,-0.3335,0.11122225,28.6349,3,3,3,4,1,1,281.1528122,7.028820306
1.06,-0.7495,0.56175025,89.1494,3,5,5,5,1,1,547.2965553,6.756747596
2.6,-0.4615,0.21298225,86.2378,3,5,5,5,1,1,533.2809052,6.836934682
2.16,-1.4938,2.23143844,83.5338,3,5,5,5,1,1,513.3355276,6.33747565
1200000,0.987,0.974169,56.726,3,4,3,4,0,0,286.1681279,6.655072743
15.13,-2.5456,6.48007936,61.5843,4,6,5,6,1,1,539.1687132,7.928951665
19.52,-2.442,5.963364,46.9527,4,4,3,4,1,1,479.1475838,7.985793064
30,0.3393,0.11512449,43.7742,3,4,3,4,0,0,236.1524779,6.382499402
5.13,-1.2058,1.45395364,80.6222,3,5,5,5,1,1,499.3198776,6.401536892
0.27,-1.1731,1.37616361,90.5596,4,6,6,6,1,1,561.2758198,7.015947748
0.67,-0.8851,0.78340201,87.648,4,6,6,6,1,1,547.2601698,7.107274932
0.88,-1.9174,3.67642276,84.944,4,6,6,6,1,1,527.3147922,6.591434902
5810,-0.9971,0.99420841,80.6737,6,6,4,6,1,1,663.2288696,7.990709273
22320,-0.0377,0.00142129,82.4187,6,8,6,6,1,1,599.1787259,8.439136984
3360,0.4915,0.24157225,91.9049,6,6,4,6,1,1,631.1196248,8.8890088
7600,0.2869,0.08231161,91.6779,6,6,4,6,1,1,591.2288696,7.678297008
3330,1.9801,3.92079601,103.1361,6,6,4,6,1,1,699.0416801,9.845657466
4280,0.3231,0.10439361,88.4537,6,10,8,12,1,1,653.1677259,8.708903012
29510,-0.0377,0.00142129,82.4187,6,8,6,6,1,1,599.1787259,8.439136984
5080,0.4915,0.24157225,91.9049,6,6,4,6,1,1,631.1196248,8.8890088
14520,-1.1007,1.21154049,95.3053,6,8,6,8,1,1,623.2186989,7.888844289
11200,0.2869,0.08231161,91.6779,6,6,4,6,1,1,591.2288696,7.678297008
15720,-0.9971,0.99420841,80.6737,6,6,4,6,1,1,563.1975695,7.932360134
61500,-1.3315,1.77289225,32.9938,0,2,2,3,1,1,203.1184381,6.770614603
1480,-1.335,1.782225,37.7123,3,4,3,4,2,3,234.1368278,6.689623652
96500,-0.7109,0.50537881,32.61,1,3,3,4,1,1,205.0977027,7.324917952
170,0.7332,0.53758224,49.711,3,4,3,4,1,1,260.1524779,6.670576356
8500,-1.216,1.478656,41.5885,1,2,2,4,1,1,206.1293371,6.649333456
305000,-1.3315,1.77289225,32.9938,0,2,2,3,1,1,203.1184381,6.770614603
62500,-1.216,1.478656,41.5885,2,3,3,5,1,1,207.1245861,6.90415287
4990,-0.8091,0.65464281,80.9278,2,5,5,5,1,1,454.3195432,6.057593909
7130,-1.3099,1.71583801,72.3402,2,5,5,5,1,1,426.2882431,6.178090479
3460,-1.9647,3.86004609,87.9918,2,5,5,5,1,1,482.3508433,5.954948683
3850,-2.5407,6.45515649,93.815,2,5,5,5,1,1,510.3821435,5.866461419
4500,-2.078,4.318084,80.7788,2,5,5,5,1,1,466.3195432,6.135783463
2200,-2.366,5.597956,83.6904,2,5,5,5,1,1,480.3351933,6.08019232
2140,-2.3553,5.54743809,79.106,2,5,5,5,1,1,466.3195432,6.135783463
2980,-2.0673,4.27372929,76.1944,2,5,5,5,1,1,452.3038931,6.195943742
9590,-2.578,6.646084,82.1569,3,6,6,6,2,2,482.3144578,6.263824128
35480,-1.6222,2.63153284,81.4147,3,6,6,6,1,1,468.2988078,6.328362267
39630,-2.4913,6.20657569,85.8166,3,6,6,6,2,2,572.361408,6.3595712
16330,-1.4549,2.11673401,82.6936,3,6,6,6,1,1,543.3460923,6.392306968
5590,-1.4433,2.08311489,87.4058,3,6,6,6,1,1,557.3617424,6.333656163
9330,-2.3734,5.63302756,78.9972,2,5,5,5,1,1,542.3508433,6.306405155
850,1.2798,1.63788804,50.4213,3,4,3,4,0,0,260.1524779,6.670576356
12430,1.1762,1.38344644,88.9788,5,5,5,5,0,0,478.2719243,6.551670196
41220,1.2085,1.46047225,87.3799,6,6,6,6,0,0,480.2511889,6.764101252
920,0.9422,0.88774084,89.0608,6,6,6,6,1,1,479.2671733,6.656488518
42,1.4781,2.18477961,94.3555,6,6,6,6,0,0,493.2828233,6.577104311
27540,1.3874,1.92487876,93.371,6,6,6,6,0,0,569.3141235,6.697813217
55340,1.5172,2.30189584,78.6264,5,5,5,5,0,0,438.2406242,6.640009457
76640,1.4642,2.14388164,86.0672,5,5,5,5,0,0,464.2562743,6.632232489
76930,0.4606,0.21215236,62.421,4,4,4,4,1,1,378.1831093,7.003390913
45290,1.8732,3.50887824,72.5482,3,7,7,9,0,0,450.1903199,7.630344406
1540,1.9055,3.63093025,70.9493,4,8,8,10,0,0,452.1695845,7.932799728
880,1.6392,2.68697664,72.6302,4,8,8,10,1,1,451.1855689,7.779061533
57,2.1751,4.73106001,77.9249,4,8,8,10,0,0,465.201219,7.626249491
79310,1.0111,1.02232321,42.3567,2,4,4,5,0,0,322.1317424,7.669803391
39440,0.149,0.022201,50.3157,3,3,3,3,1,1,319.1572289,7.092382865
9520,-1.1958,1.42993764,72.5586,4,4,4,4,1,1,413.2467126,6.665269558
2780,-0.6599,0.43546801,77.8533,4,4,4,4,0,0,427.2623627,6.573267118
66430,-0.6738,0.45400644,69.565,3,3,3,3,0,0,398.2358136,6.63726356
9300,-0.4147,0.17197609,57.8749,3,4,3,4,1,1,300.183778,6.525734305
1270000,-3.7286,13.90245796,18.1592,0,0,0,2,0,0,228.1626486,6.166558071
2290000,-2.3968,5.74465024,19.743,0,0,0,2,0,0,212.1313485,6.629104641
0.8,-0.1055,0.01113025,49.383,6,6,6,6,0,0,234.0293247,9.001127873
505000,-3.4406,11.83772836,15.2476,0,0,0,2,0,0,214.1469986,6.298441135
63000,-4.0166,16.13307556,21.0708,0,0,0,2,0,0,242.1782987,6.054457468
241000,-4.3046,18.52958116,23.9824,0,0,0,2,0,0,256.1939488,5.957998809
31000,-4.5926,21.09197476,26.894,0,0,0,2,0,0,270.2095988,5.874121714
2000,-4.8806,23.82025636,29.8056,0,0,0,2,0,0,284.2252489,5.800515284
400,-5.1686,26.71442596,32.7172,0,0,0,2,0,0,298.240899,5.735401903
700,-5.4566,29.77448356,35.6288,0,0,0,2,0,0,312.256549,5.6773918
1770000,-3.0309,9.18635481,10.0869,1,1,1,3,0,0,202.1106131,6.969331485
2010000,-2.9955,8.97302025,20.4679,1,1,1,3,0,0,230.1419132,6.575483234
1990000,-2.3968,5.74465024,19.743,0,0,0,2,0,0,212.1313485,6.629104641
636000,-2.8646,8.20593316,9.4244,0,0,0,2,0,0,262.1469986,6.898605226
2360000,-2.8646,8.20593316,9.4244,0,0,0,2,0,0,262.1469986,6.898605226
1540000,-2.8646,8.20593316,9.4244,0,0,0,2,0,0,262.1469986,6.898605226
200,-2.8646,8.20593316,9.4244,0,0,0,2,0,0,312.1626486,7.094605651
45500,-0.9947,0.98942809,22.2605,3,2,2,3,1,2,339.1735477,7.216458461
33.96,-0.4339,0.18826921,54.9417,3,4,3,5,1,1,290.186852,6.448596711
2387811.28,-0.3695,0.13653025,32.1301,0,0,0,1,0,0,122.0736521,6.103682605
690239.8,-2.5488,6.49638144,36.2364,3,3,3,4,2,3,223.1446528,6.37556151
171,0.0069,4.76E-05,45.6543,3,4,3,4,1,1,260.1524779,6.670576356
753355.56,-0.5,0.25,39.3318,1,2,2,3,0,0,222.1494039,6.170816774
3767.04,-0.5,0.25,39.3318,1,2,2,3,0,0,222.1494039,6.170816774
2917427.01,-0.4179,0.17464041,31.9495,0,0,0,1,0,0,100.1126244,4.767267831
87902.25,-0.513,0.263169,38.0252,0,0,0,1,0,0,180.0387866,7.82777333
1158777.36,-0.9152,0.83759104,38.1241,1,1,1,2,0,0,132.1388392,4.894031081
847227.41,-0.7059,0.49829481,34.8611,0,0,0,1,0,0,114.1282745,4.755344771
972.75,-1.5973,2.55136729,19.6547,0,1,1,2,1,1,152.1075391,6.084301563
597035.29,-1.1888,1.41324544,24.4059,0,1,1,2,0,0,166.1231891,5.93297104
659.17,-0.5762,0.33200644,34.3083,1,2,2,3,0,0,208.1337538,6.307083449
3706807.22,-0.2427,0.05890329,51.1411,2,2,2,3,1,1,188.1650539,5.376144398
69023.98,-0.5,0.25,39.3318,1,2,2,3,0,0,222.1494039,6.170816774
206,-0.6085,0.37027225,56.3917,3,4,3,4,1,1,302.1994281,6.295821418
1510080.15,-0.1705,0.02907025,44.2985,0,0,0,1,0,0,148.1159956,5.485777614
133,-0.2558,0.06543364,69.4885,3,4,3,4,1,1,344.2463783,6.039410145
1.00E+06,-1.7619,3.10429161,29.956,2,2,1,3,1,1,193.1340882,6.230131876
229086.77,-1.4068,1.97908624,46.1657,2,2,2,3,0,0,174.1494039,5.442168871
345143.74,-0.5468,0.29899024,29.908,0,1,1,2,0,0,180.1388392,5.810930297
2824.88,-0.9553,0.91259809,25.1568,0,1,1,2,1,1,166.1231891,5.93297104
3013.01,-1.2182,1.48401124,28.8062,1,2,2,3,0,0,194.1181038,6.470603458
5116818.36,-1.1388,1.29686544,35.9043,2,4,4,6,1,1,253.118832,7.231966629
191866.87,-2.5809,6.66104481,17.0901,0,0,0,2,1,3,152.1313485,5.634494389
84722.74,-1.6325,2.66505625,40.0335,1,1,1,2,0,0,144.1388392,5.147815686
159,-0.5438,0.29571844,72.4001,3,4,3,4,1,1,358.2620283,5.971033805
470977.33,-0.2697,0.07273809,46.2839,0,0,0,1,0,0,242.0405725,9.30925279
141253.75,-0.9553,0.91259809,25.1568,0,1,1,2,1,1,166.1231891,5.93297104
122461.62,-0.5468,0.29899024,29.908,0,1,1,2,0,0,180.1388392,5.810930297
816582.37,-2.2261,4.95552121,39.3474,0,0,0,1,0,0,144.1752247,4.505475772
1729816.36,-1.7476,3.05410576,37.913,2,2,2,3,1,1,146.1181038,5.619927067
169,-1.4725,2.16825625,65.1265,3,4,3,4,1,1,344.2463783,6.039410145
2070141.35,-2.4238,5.87480644,44.8802,4,4,3,5,2,2,265.1552175,6.628880438
40831.94,-0.5762,0.33200644,34.3083,1,2,2,3,0,0,208.1337538,6.307083449
3111.72,-0.9553,0.91259809,25.1568,0,1,1,2,1,1,166.1231891,5.93297104
143,-1.7229,2.96838441,60.8327,3,4,3,4,1,1,330.2307282,6.115383856
5333.35,-0.5762,0.33200644,34.3083,1,2,2,3,0,0,208.1337538,6.307083449
3013006.02,-1.5741,2.47779081,29.0791,1,1,1,2,1,1,104.1075391,4.95750186
11587773.56,-1.7642,3.11240164,38.2129,3,3,3,4,1,1,233.1290028,6.856735376
1129795.91,-0.4503,0.20277009,39.3129,0,0,0,1,0,0,128.1439246,4.746071281
3600,-1.0527,1.10817729,62.3838,3,4,3,4,1,1,328.2150781,6.311828426
72,-1.4349,2.05893801,57.9211,3,4,3,4,1,1,316.2150781,6.20029565
628058.36,-0.4769,0.22743361,20.9801,0,2,2,4,0,0,181.0977027,6.965296256
597035.29,-0.801,0.641601,40.9368,0,0,0,1,0,0,194.0544366,7.463632179
125,-1.1845,1.40304025,62.2149,3,4,3,4,1,1,330.2307282,6.115383856
3828247.43,-0.7008,0.49112064,38.4489,2,5,5,3,1,1,200.0898383,7.695763012
5970.35,-1.142,1.304164,33.8297,1,2,2,3,0,0,208.1337538,6.307083449
238781.13,-0.5468,0.29899024,29.908,0,1,1,2,0,0,180.1388392,5.810930297
125892.54,-0.8486,0.72012196,52.609,1,1,1,2,0,0,190.1265603,5.941455008
8128305.16,-1.0546,1.11218116,37.6299,2,2,2,3,1,1,242.0947815,7.336205499
534564.36,-1.089,1.185921,43.8484,0,0,0,1,0,0,208.0700867,7.174830576
439541.62,-0.6028,0.36336784,35.2061,0,0,0,1,0,0,120.0846954,5.718318831
1761976.05,-1.6867,2.84495689,32.8912,2,2,2,3,1,1,132.1024537,5.743584943
45.7,-1.1271,1.27035441,55.6311,4,7,6,8,2,2,386.1954053,7.151766765
37.8,-0.337,0.113569,43.7621,2,2,2,2,1,2,264.1626486,6.604066216
28.2,-1.0873,1.18222129,48.0201,4,7,6,8,2,2,358.1641052,7.461752191
21.6,-0.3098,0.09597604,60.2563,4,4,3,4,2,2,353.2467126,6.197310748
226,-0.2477,0.06135529,64.7066,4,7,6,8,2,2,414.2267054,6.903778424
69.5,0.0403,0.00162409,61.795,4,7,6,8,2,2,400.2110554,7.021246586
50.7,-4.1892,17.54939664,69.5032,5,8,7,9,2,2,440.2535889,6.878962326
35.5,-3.9012,15.21936144,66.5916,5,8,7,9,2,2,426.2379388,6.987507194
18.1,-2.0879,4.35932641,63.299,3,6,6,7,2,2,414.2630909,6.472860796
5.6,-1.2239,1.49793121,54.5642,3,6,6,7,2,2,372.2161408,6.767566196
11.1,-0.9359,0.87590881,51.6526,3,6,6,7,2,2,358.2004907,6.888470975
76.9,-0.0652,0.00425104,44.5322,2,2,2,2,1,2,264.1626486,6.604066216
436,0.2699,0.07284601,39.6838,2,2,2,2,1,2,250.1469986,6.760729691
6.3,-1.7999,3.23964001,60.3874,3,6,6,7,2,2,400.2474409,6.561433457
6.4,-0.9359,0.87590881,51.6526,3,6,6,7,2,2,358.2004907,6.888470975
10,-0.6479,0.41977441,48.741,3,6,6,7,2,2,344.1848406,7.024180421
22.6,-1.3753,1.89145009,50.9317,4,7,6,8,2,2,372.1797552,7.29764226
93,-0.8391,0.70408881,52.7195,4,7,6,8,2,2,372.1797552,7.29764226
51.6,-0.0019,3.61E-06,38.9137,2,2,2,2,1,2,250.1469986,6.760729691
0.3,-1.7709,3.13608681,70.1475,5,5,5,5,2,2,507.3361963,6.421977169
220,0.7439,0.55338721,45.1266,3,4,3,4,1,1,246.1368278,6.837134106
6140,-0.6549,0.42889401,39.877,3,4,3,4,1,2,234.1368278,6.689623652
